"alpha","alpha_name","case_num","case_id","system","library","loss","policy","n_step","n_eff","mean_scaled_proxy","se_scaled_proxy","mean_scaled_mse","mean_scaled_fro_sq","mean_scaled_bures_sq"
0.9,"Case II",11,"2q_A_bures","2q","A","bures","GI1",32,3200,266.530426034541,6.83773107058573,1.99185699502463,31.8697119203941,115.478281155213
0.9,"Case II",11,"2q_A_bures","2q","A","bures","GI1",33,3300,267.622659742857,7.05141016654153,2.04123121888783,32.6596995022053,105.021030843718
0.9,"Case II",11,"2q_A_bures","2q","A","bures","GI1",34,3400,268.517103800772,7.02428242167068,2.24236376734179,35.8778202774686,120.875626796784
0.9,"Case II",11,"2q_A_bures","2q","A","bures","GI1",35,3500,268.987116475742,6.9829895685159,2.32610280020899,37.2176448033438,119.867023823704
0.9,"Case II",11,"2q_A_bures","2q","A","bures","GI1",36,3600,268.777725818658,7.18250355618778,2.42754373810106,38.840699809617,123.418267078343
0.9,"Case II",11,"2q_A_bures","2q","A","bures","GI1",37,3700,262.044212354557,2.76052631578946,2.57307221682866,41.1691554692585,136.617387640398
0.9,"Case II",11,"2q_A_bures","2q","A","bures","GI1",38,3800,262.87648836414,4.91846846846843,2.60526104114393,41.6841766583029,131.664070380996
0.9,"Case II",11,"2q_A_bures","2q","A","bures","GI1",39,3900,263.517926811069,2.77163414871254,2.52469973485991,40.3951957577586,134.080782305106
0.9,"Case II",11,"2q_A_bures","2q","A","bures","GI1",40,4000,266.883616074963,3.83748594892938,2.57753419326791,41.2405470922866,145.915112735874
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",1,100,Inf,NA,3.79999992437792,60.7999987900467,56.4104196007747
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",2,200,Inf,NA,7.60062498675951,121.609999788152,112.825146662433
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",3,300,Inf,NA,8.1843631606996,130.949810571194,113.181518358914
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",4,400,Inf,NA,10.959894145172,175.358306322752,152.990525769475
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",5,500,Inf,NA,13.7639288974803,220.222862359685,192.432920232563
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",6,600,Inf,NA,15.4352843194312,246.964549110899,226.942331369338
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",7,700,Inf,NA,17.9144760432849,286.631616692558,266.349321471904
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",8,800,Inf,NA,20.5848607806692,329.357772490707,305.34256084446
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",9,900,Inf,NA,18.7430015093182,299.888024149091,314.023075619554
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",10,1000,Inf,NA,19.6028642961883,313.645828739013,336.690069910824
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",11,1100,Inf,NA,20.5068848244283,328.110157190853,356.811540040295
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",12,1200,Inf,NA,0.551300785101331,8.8208125616213,54.6075791174384
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",13,1300,Inf,NA,0.465734862761031,7.4517578041765,49.4196776820866
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",14,1400,Inf,NA,0.771655367499954,12.3464858799993,68.113180928026
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",15,1500,256.61979626555,0,0.839029000127133,13.4244640020341,69.1554589666937
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",16,1600,263.201466893779,0,0.88483109229403,14.1572974767045,76.2785955597503
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",17,1700,268.467348048325,0,1.13250192320626,18.1200307713002,79.0957081600425
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",18,1800,272.417439729186,0,1.20822463073337,19.3315940917339,81.4999212137934
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",19,1900,275.051741936363,0,0.919740965986565,14.715855455785,67.7804865111174
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",20,2000,276.370254669856,0,0.975866270593257,15.6138603294921,73.3681584712023
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",21,2100,276.372977929665,0,1.0201935419774,16.3230966716383,71.9094329596051
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",22,2200,275.059911715789,0,1.42742659669541,22.8388255471266,86.6043329713231
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",23,2300,272.431056028229,0,1.50580656554341,24.0929050486945,89.9223864103404
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",24,2400,268.486410866985,0,1.51131637495113,24.1810619992181,88.8026976156685
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",25,2500,263.225976232057,0,1.7247200430156,27.5955206882497,94.6954267466843
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",26,2600,257.754630569591,0,1.78320330065815,28.5312528105304,82.8975197200188
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",27,2700,251.052486083144,0,1.70344095205759,27.2550552329215,72.3900098161369
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",28,2800,252.447484294362,0,1.77610557167415,28.4176891467864,74.6203848059326
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",29,2900,253.27796521886,0,1.87122291899625,29.93956670394,85.1353883038079
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",30,3000,256.61979626555,0,1.93161234817333,30.9057975707732,90.2423523440166
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",31,3100,258.375543860366,0,1.96183908304183,31.3894253286692,84.4185016176886
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",32,3200,259.692694963955,0,2.0533707937198,32.8539326995167,91.2127529667906
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",33,3300,260.571249576315,0,2.12721043270532,34.0353669232852,86.9986268125596
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",34,3400,261.011207697448,0,2.05119099364074,32.8190558982519,87.0146457255507
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",35,3500,261.012569327352,0,2.14495713778178,34.3193142045084,92.0193356544762
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",36,3600,260.575334466028,0,2.16600204588732,34.656032734197,96.438236085019
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",37,3700,259.699503113476,0,2.20203806459278,35.2326090334845,101.263924874614
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",38,3800,258.385075269697,0,1.99906343089024,31.9850148942438,97.1684588987607
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",39,3900,256.632050934689,0,1.98125762550699,31.7001220081119,105.07178414273
0.9,"Case II",11,"2q_A_bures","2q","A","bures","oracle_GI1",40,4000,254.440430108453,0,1.83415083400044,29.346413344007,95.9130874914296
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",1,100,Inf,NA,3.82187319466107,61.1499711145772,56.5618864985207
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",2,200,Inf,NA,7.74997648769927,123.999623803188,113.871918518632
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",3,300,Inf,NA,8.41602463768043,134.656394202887,117.149403195727
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",4,400,Inf,NA,11.4668968288312,183.470349261299,161.453546647799
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",5,500,Inf,NA,14.5759378651918,233.215005843069,205.172230421521
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",6,600,Inf,NA,16.367631059096,261.882096945536,248.831850655967
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",7,700,Inf,NA,18.3406501101934,293.450401763094,274.954228239371
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",8,800,Inf,NA,21.5583745095043,344.933992152069,318.416697547367
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",9,900,Inf,NA,12.5816691830262,201.306706928419,235.064474062239
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",10,1000,Inf,NA,11.2162910630962,179.460657009539,226.657503568152
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",11,1100,Inf,NA,10.8649752641465,173.839604226343,239.719571624755
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",12,1200,Inf,NA,2.77904486082691,44.4647177732306,98.0059723907561
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",13,1300,Inf,NA,2.96866328451138,47.4986125521821,102.932692727459
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",14,1400,Inf,NA,2.20723826381317,35.3158122210108,104.392771920013
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",15,1500,188.55,0,1.60833493344729,25.7333589351566,85.4620478928275
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",16,1600,193.12,0,1.68744573448016,26.9991317516825,94.9414558516326
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",17,1700,196.69,0,1.70388314106001,27.2621302569602,96.6162267199223
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",18,1800,205.44449595557,0,2.04193222869798,32.6709156591676,105.514478270774
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",19,1900,207.358079064213,0,2.19690650987821,35.1505041580514,112.677348660213
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",20,2000,208.271662172856,0,2.37156241485761,37.9449986377218,110.260703138518
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",21,2100,209.475,0,2.41986615997124,38.7178585595398,116.140713322275
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",22,2200,208.45,0,2.49030399826537,39.844863972246,125.130856367419
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",23,2300,206.425,0,2.55196300583662,40.831408093386,131.100023915938
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",24,2400,204.874005392573,0,2.8621522888208,45.7944366211327,139.269973778811
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",25,2500,200.91042228393,0,2.53115055156163,40.4984088249861,130.393283784607
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",26,2600,195.946839175287,0,2.48958294696003,39.8333271513606,144.567045966652
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",27,2700,199.26,0,1.89135763343758,30.2617221350012,126.108745225917
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",28,2800,192.64,0,1.95713056669613,31.3140890671381,130.914185087458
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",29,2900,185.02,0,1.87331611871346,29.9730578994153,125.072106314025
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",30,3000,188.55,0,1.76676929865162,28.2683087784259,108.584160456951
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",31,3100,189.668333333333,0,1.83764897979243,29.4023836766789,106.282418338686
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",32,3200,190.453333333333,0,1.99766973252194,31.962715720351,113.930446426525
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",33,3300,194.684414195071,0,1.944890780386,31.118252486176,113.715892259522
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",34,3400,194.917275231285,0,2.04181850530427,32.6690960848683,121.992164275303
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",35,3500,194.816802934166,0,2.01346946944651,32.2155115111442,124.61108303637
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",36,3600,195.12,0,2.03928360938354,32.6285377501366,126.549104597599
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",37,3700,194.373333333333,0,1.92295195972034,30.7672313555254,121.664523847911
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",38,3800,193.293333333333,0,1.92568240893085,30.8109185428936,123.936840815962
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",39,3900,192.678419587644,0,1.90608337831169,30.4973340529871,124.55344353868
0.9,"Case II",12,"2q_A_observable","2q","A","observable","uniform",40,4000,190.952225218096,0,1.89041534273178,30.2466454837085,126.566435280977
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",1,100,Inf,NA,3.81812331097361,61.0899729755778,56.5360451865981
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",2,200,Inf,NA,7.64249984861851,122.279997577896,113.115719386994
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",3,300,Inf,NA,8.24313253012289,131.890120481966,113.840676321176
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",4,400,Inf,NA,11.0220929368122,176.353486988995,153.322455595422
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",5,500,Inf,NA,13.847928650944,221.566858415104,193.955977097624
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",6,600,Inf,NA,15.5231851418702,248.370962269923,224.88794932321
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",7,700,Inf,NA,18.0742759405635,289.188415049016,268.101181034522
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",8,800,Inf,NA,20.7274708876395,331.639534202232,306.946774169547
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",9,900,Inf,NA,14.7614670319665,236.183472511465,252.920251473404
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",10,1000,Inf,NA,15.7304360000501,251.686976000802,274.478978048519
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",11,1100,Inf,NA,16.5638279892221,265.021247827553,292.299871390796
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",12,1200,Inf,NA,1.10812472567617,17.7299956108187,58.6456299426026
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",13,1300,Inf,NA,1.14073834694847,18.2518135511756,63.3411738713767
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",14,1400,Inf,NA,1.21685533916113,19.469685426578,46.6818799373349
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",15,1500,188.55,0,1.29343057834041,20.6948892534465,48.5982689083893
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",16,1600,193.12,0,1.42525568693043,22.8040909908868,49.6028702927383
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",17,1700,196.69,0,1.53593754054243,24.5750006486788,50.697453846805
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",18,1800,199.26,0,1.60730358139876,25.7168573023801,50.1997848378183
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",19,1900,200.83,0,1.70230260933493,27.2368417493589,51.6257928563655
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",20,2000,201.4,0,1.75465421297671,28.0744674076273,55.387567973584
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",21,2100,200.97,0,1.79507556468552,28.7212090349683,58.2012330924594
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",22,2200,199.54,0,2.03819531866189,32.6111250985903,64.5723329342299
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",23,2300,197.11,0,1.95091266569193,31.2146026510709,64.6912717859193
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",24,2400,193.68,2.8421709430404e-14,1.82348574704901,29.1757719527842,69.598354010704
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",25,2500,189.25,0,1.94255981560323,31.0809570496517,70.1034881789497
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",26,2600,185.416839175287,0,2.07073176754445,33.1317082807113,71.6886873987196
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",27,2700,180.706512133289,0,2.06814411972838,33.090305915654,82.4004433995258
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",28,2800,182.876176103669,0.143496854332568,2.14547618638693,34.3276189821908,83.9873443042823
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",29,2900,184.574134774038,0.148621741987284,2.34082202520151,37.4531524032241,105.442381326019
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",30,3000,185.938760111074,0.153746629642029,2.41723136727522,38.6757018764036,101.972144143271
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",31,3100,186.970052114776,0.158871517296731,2.42909489779611,38.8655183647378,112.970679911011
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",32,3200,187.668010785146,0.163996404951476,2.76232635312556,44.197221650009,118.337955073291
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",33,3300,188.032636122181,0.169121292606206,2.88278867579931,46.1246188127889,120.350156645483
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",34,3400,188.063928125884,0.174246180260965,2.83566046518049,45.3705674428878,94.6833403063793
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",35,3500,187.761886796253,0.179371067915696,2.89020433560413,46.2432693696661,100.209445089057
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",36,3600,187.126512133289,0.184495955570412,2.65965054373312,42.5544086997298,98.69552742046
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",37,3700,186.157804136991,0.189620843225157,2.42264028311567,38.7622445298507,93.361711474608
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",38,3800,185.05050853824,2.00971834711523e-14,2.18702140013986,34.9923424022378,99.9252663243966
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",39,3900,184.019339175287,0.199339175287179,2.20243678282761,35.2389885252417,106.116756317636
0.9,"Case II",12,"2q_A_observable","2q","A","observable","exact",40,4000,182.890008987621,0.204450436191976,2.33769015320174,37.4030424512279,96.6592055285616
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",1,100,Inf,NA,3.81343655757173,61.0149849211478,56.5033901834505
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",2,200,Inf,NA,7.66749788246354,122.679966119417,113.289977765252
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",3,300,Inf,NA,8.28438501351824,132.550160216292,114.358148719499
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",4,400,Inf,NA,11.0802365381353,177.283784610165,154.186560194117
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",5,500,Inf,NA,13.9127952967438,222.604724747901,194.172367682171
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",6,600,Inf,NA,15.68245055847,250.91920893552,227.982511735276
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",7,700,Inf,NA,18.3218891346241,293.150226153985,266.80046452478
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",8,800,Inf,NA,21.3126864633298,341.002983413276,310.528230650791
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",9,900,Inf,NA,12.9775402785905,207.640644457449,213.303224621637
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",10,1000,Inf,NA,13.8333600828864,221.333761326183,216.969947969347
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",11,1100,Inf,NA,14.3074435106138,228.919096169821,227.11086563293
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",12,1200,Inf,NA,2.20023487342435,35.2037579747895,56.5743563227546
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",13,1300,Inf,NA,2.35411117173916,37.6657787478266,57.7623021967407
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",14,1400,Inf,NA,1.90093849706819,30.415015953091,74.6880035483302
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",15,1500,188.55,0,1.5731253683545,25.170005893672,74.2639856766388
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",16,1600,193.12,0,1.66748726066296,26.6797961706074,78.024700806199
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",17,1700,196.69,0,1.80904431802594,28.944709088415,83.2141382766964
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",18,1800,199.26,0,1.97743924852807,31.6390279764491,88.959768164506
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",19,1900,200.83,0,2.0586127271075,32.93780363372,94.4656255537284
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",20,2000,201.4,0,2.26395787214172,36.2233259542676,99.514571409959
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",21,2100,200.97,0,2.26922354945279,36.3075767912446,101.923898458219
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",22,2200,199.54,0,2.37000919111721,37.9201470578753,109.165622704377
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",23,2300,197.11,0,2.35024506902743,37.6039211044389,110.325000460775
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",24,2400,193.68,2.8421709430404e-14,1.82702079554021,29.2323327286434,111.78604362461
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",25,2500,189.25,0,1.94322347624445,31.0915756199111,117.658451479541
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",26,2600,185.416839175287,0,1.72744515759151,27.6391225214642,119.932492943929
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",27,2700,180.706512133289,0,1.77994992803059,28.4791988484894,126.538818902019
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",28,2800,183.019672958002,0,2.08835801957954,33.4137283132726,139.68691350176
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",29,2900,185.02,0,2.10303912426743,33.6486259882788,140.950362029538
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",30,3000,186.4,0,2.28040466395636,36.4864746233017,147.351011944421
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",31,3100,187.446666666667,0,2.37756802644507,38.0410884231212,154.52853000762
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",32,3200,188.16,2.00971834711523e-14,2.53900353091464,40.6240564946342,155.243269160267
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",33,3300,188.54,0,2.63824259987002,42.2118815979203,162.152789963338
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",34,3400,188.586666666667,2.00971834711523e-14,2.72425077113935,43.5880123382296,166.761711504727
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",35,3500,188.3,2.00971834711523e-14,2.49463923766487,39.914227802638,171.621979509163
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",36,3600,187.68,2.00971834711523e-14,2.63916372991546,42.2266196786473,176.846358256346
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",37,3700,186.726666666667,2.00971834711523e-14,2.76606398551068,44.2570237681709,179.882324912677
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",38,3800,185.44,0,2.57318839598553,41.1710143357685,188.832871966518
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",39,3900,183.82,0,2.38849494695235,38.2159191512375,190.245102733
0.9,"Case II",12,"2q_A_observable","2q","A","observable","GI1",40,4000,182.685558551429,0,2.5616055986516,40.9856895784256,189.757688732019
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",1,100,Inf,NA,3.8171864412592,61.0749830601471,56.5292314953732
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",2,200,Inf,NA,7.68561888844902,122.969902215184,113.418303096306
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",3,300,Inf,NA,8.31547365513838,133.047578482214,114.849276984976
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",4,400,Inf,NA,11.1758467690565,178.813548304904,157.297341605689
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",5,500,Inf,NA,14.0139320951878,224.222913523005,198.772396838069
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",6,600,Inf,NA,15.7535240209111,252.056384334578,223.734104965035
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",7,700,Inf,NA,18.3639351673883,293.822962678213,269.915039142465
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",8,800,Inf,NA,21.1792259661167,338.867615457868,309.217501896604
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",9,900,Inf,NA,16.5518011049903,264.828817679845,279.664509624977
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",10,1000,Inf,NA,17.486227674273,279.779642788369,304.443666083077
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",11,1100,Inf,NA,18.7752377640327,300.403804224523,333.319795882778
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",12,1200,Inf,NA,2.45213289232103,39.2341262771365,76.9937334694586
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",13,1300,Inf,NA,2.29167369740058,36.6667791584093,85.3420229433251
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",14,1400,Inf,NA,2.01571060697075,32.251369711532,81.3095788778832
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",15,1500,188.55,0,1.59925846805594,25.588135488895,76.87462736068
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",16,1600,193.12,0,1.66742940706648,26.6788705130637,74.3122943487606
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",17,1700,196.69,0,1.66509821406315,26.6415714250103,80.5223847174307
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",18,1800,199.26,0,1.78112054591293,28.4979287346069,85.3432423554826
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",19,1900,200.83,0,1.85710501352138,29.7136802163421,101.842322643223
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",20,2000,201.4,0,1.50379991183866,24.0607985894185,90.0240210725294
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",21,2100,200.97,0,1.62742834669801,26.0388535471682,92.2523652718593
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",22,2200,199.54,0,1.66027689828443,26.5644303725508,87.0616092542408
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",23,2300,197.11,0,1.73377076071582,27.7403321714532,97.1696078959714
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",24,2400,193.68,0,1.74830884804825,27.9729415687721,95.6471594851683
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",25,2500,189.25,0,1.541640227773,24.6662436443681,90.6971537237763
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",26,2600,185.416839175287,0,1.65454690309242,26.4727504494787,91.21031608889
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",27,2700,180.706512133289,0,1.59509773263086,25.5215637220938,84.4491653257288
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",28,2800,183.019672958002,0,1.62513843648907,26.0022149838252,87.3626880987431
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",29,2900,185.02,0,1.4861878154531,23.7790050472496,80.2483353504833
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",30,3000,186.4,0,1.53460693577768,24.5537109724429,82.267738047154
0.9,"Case II",12,"2q_A_observable","2q","A","observable","oracle_GI1",31,3100,187.446666666667,0,1.46381323847902,23.4210118156643,85.5774595819283
